_id,subject,topic,tag,task,duration,status,user,createdAt,finishedAt,__v
68261e89135f2cb0d06b0e58,Web Development,my-blog-pomo,,,150,done,682328e4b838d475ecd54f91,2024-08-14T07:52:44.000Z,2024-08-13T22:00:00.000Z,0
68261e89135f2cb0d06b0e6f,Web Development,my-blog,,,150,done,682328e4b838d475ecd54f91,2024-08-01T18:23:27.000Z,2024-07-31T22:00:00.000Z,0
68261e89135f2cb0d06b0e70,Web Development,my-blog,,,180,done,682328e4b838d475ecd54f91,2024-07-31T07:47:04.000Z,2024-07-30T22:00:00.000Z,0
68261e89135f2cb0d06b0e71,Web Development,my-blog,,,60,done,682328e4b838d475ecd54f91,2024-07-30T16:59:30.000Z,2024-07-29T22:00:00.000Z,0
68261e89135f2cb0d06b0e72,Web Development,my-blog,,,330,done,682328e4b838d475ecd54f91,2024-07-30T16:12:35.000Z,2024-07-29T22:00:00.000Z,0
68261e89135f2cb0d06b0e73,Web Development,my-blog,,,60,done,682328e4b838d475ecd54f91,2024-07-29T03:26:14.000Z,2024-07-28T22:00:00.000Z,0
68261e89135f2cb0d06b0e74,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-28T08:14:19.000Z,2024-07-27T22:00:00.000Z,0
68261e89135f2cb0d06b0e75,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-27T07:57:26.000Z,2024-07-26T22:00:00.000Z,0
68261e89135f2cb0d06b0e76,Web Development,my-blog,,,60,done,682328e4b838d475ecd54f91,2024-07-27T02:06:12.000Z,2024-07-26T22:00:00.000Z,0
68261e89135f2cb0d06b0e77,Web Development,my-blog,,,60,done,682328e4b838d475ecd54f91,2024-07-26T08:48:07.000Z,2024-07-25T22:00:00.000Z,0
68261e89135f2cb0d06b0e78,Web Development,my-blog,,,60,done,682328e4b838d475ecd54f91,2024-07-26T07:13:12.000Z,2024-07-25T22:00:00.000Z,0
68261e89135f2cb0d06b0e79,Web Development,my-blog,,,110,done,682328e4b838d475ecd54f91,2024-07-25T09:05:35.000Z,2024-07-24T22:00:00.000Z,0
68261e89135f2cb0d06b0e7a,Web Development,my-blog,,,70,done,682328e4b838d475ecd54f91,2024-07-24T14:41:23.000Z,2024-07-23T22:00:00.000Z,0
68261e89135f2cb0d06b0e7b,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-24T07:26:53.000Z,2024-07-23T22:00:00.000Z,0
68261e89135f2cb0d06b0e7c,Web Development,webshop,,,120,done,682328e4b838d475ecd54f91,2024-07-23T15:48:07.000Z,2024-07-22T22:00:00.000Z,0
68261e89135f2cb0d06b0e7d,Web Development,webshop,,,100,done,682328e4b838d475ecd54f91,2024-07-23T13:18:35.000Z,2024-07-22T22:00:00.000Z,0
68261e89135f2cb0d06b0e7e,Web Development,webshop,,,155,done,682328e4b838d475ecd54f91,2024-07-23T08:38:05.000Z,2024-07-22T22:00:00.000Z,0
68261e89135f2cb0d06b0e7f,Web Development,webshop,,,50,done,682328e4b838d475ecd54f91,2024-07-23T05:33:45.000Z,2024-07-22T22:00:00.000Z,0
68261e89135f2cb0d06b0e80,Web Development,webshop,,,90,done,682328e4b838d475ecd54f91,2024-07-23T04:36:12.000Z,2024-07-22T22:00:00.000Z,0
68261e89135f2cb0d06b0e81,Web Development,my-blog,,,180,done,682328e4b838d475ecd54f91,2024-07-22T09:03:40.000Z,2024-07-21T22:00:00.000Z,0
68261e89135f2cb0d06b0e82,Web Development,my-blog,,,75,done,682328e4b838d475ecd54f91,2024-07-22T06:28:35.000Z,2024-07-21T22:00:00.000Z,0
68261e89135f2cb0d06b0e83,Web Development,my-blog,,,240,done,682328e4b838d475ecd54f91,2024-07-21T19:16:48.000Z,2024-07-20T22:00:00.000Z,0
68261e89135f2cb0d06b0e84,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-21T15:36:35.000Z,2024-07-20T22:00:00.000Z,0
68261e89135f2cb0d06b0e85,Web Development,booking,,,150,done,682328e4b838d475ecd54f91,2024-07-21T07:59:39.000Z,2024-07-20T22:00:00.000Z,0
68261e89135f2cb0d06b0e86,Web Development,booking,,,90,done,682328e4b838d475ecd54f91,2024-07-20T19:22:30.000Z,2024-07-19T22:00:00.000Z,0
68261e89135f2cb0d06b0e87,Web Development,booking,,,75,done,682328e4b838d475ecd54f91,2024-07-20T17:27:04.000Z,2024-07-19T22:00:00.000Z,0
68261e89135f2cb0d06b0e88,Web Development,booking,,,120,done,682328e4b838d475ecd54f91,2024-07-20T16:06:58.000Z,2024-07-19T22:00:00.000Z,0
68261e89135f2cb0d06b0e6d,Web Development,webshop,,,150,done,682328e4b838d475ecd54f91,2024-08-04T09:07:38.000Z,2024-08-03T22:00:00.000Z,0
68261e89135f2cb0d06b0e6e,Web Development,webshop,,,180,done,682328e4b838d475ecd54f91,2024-08-02T07:33:23.000Z,2024-08-01T22:00:00.000Z,0
68261e89135f2cb0d06b0e8b,Web Development,webshop,,,150,done,682328e4b838d475ecd54f91,2024-07-19T08:52:19.000Z,2024-07-18T22:00:00.000Z,0
68261e89135f2cb0d06b0e8c,Web Development,Webshop,,,250,done,682328e4b838d475ecd54f91,2024-07-18T12:55:26.000Z,2024-07-17T22:00:00.000Z,0
68261e89135f2cb0d06b0e8d,Web Development,Webshop,,,85,done,682328e4b838d475ecd54f91,2024-07-18T12:55:11.000Z,2024-07-17T22:00:00.000Z,0
68261e89135f2cb0d06b0e8e,Web Development,Webshop,,,135,done,682328e4b838d475ecd54f91,2024-07-18T07:03:08.000Z,2024-07-17T22:00:00.000Z,0
68261e89135f2cb0d06b0e8f,Web Development,my-blog,,,130,done,682328e4b838d475ecd54f91,2024-07-15T19:02:20.000Z,2024-07-14T22:00:00.000Z,0
68261e89135f2cb0d06b0e90,Web Development,my-blog,,,110,done,682328e4b838d475ecd54f91,2024-07-15T15:53:28.000Z,2024-07-14T22:00:00.000Z,0
68261e89135f2cb0d06b0e91,Web Development,my-blog,,,165,done,682328e4b838d475ecd54f91,2024-07-15T08:44:21.000Z,2024-07-14T22:00:00.000Z,0
68261e89135f2cb0d06b0e92,Web Development,my-blog,,,90,done,682328e4b838d475ecd54f91,2024-07-15T06:00:54.000Z,2024-07-14T22:00:00.000Z,0
68261e89135f2cb0d06b0e93,Web Development,my-blog,,,90,done,682328e4b838d475ecd54f91,2024-07-13T01:41:53.000Z,2024-07-12T22:00:00.000Z,0
68261e89135f2cb0d06b0e94,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-11T09:40:54.000Z,2024-07-10T22:00:00.000Z,0
68261e89135f2cb0d06b0e95,Web Development,my-blog,,,100,done,682328e4b838d475ecd54f91,2024-07-11T06:21:59.000Z,2024-07-10T22:00:00.000Z,0
68261e89135f2cb0d06b0e96,Web Development,my-blog,,,90,done,682328e4b838d475ecd54f91,2024-07-10T08:49:26.000Z,2024-07-09T22:00:00.000Z,0
68261e89135f2cb0d06b0e97,Web Development,my-blog,,,65,done,682328e4b838d475ecd54f91,2024-07-08T07:43:48.000Z,2024-07-07T22:00:00.000Z,0
68261e89135f2cb0d06b0e98,Web Development,my-blog,,,70,done,682328e4b838d475ecd54f91,2024-07-08T06:34:28.000Z,2024-07-07T22:00:00.000Z,0
68261e89135f2cb0d06b0e99,Web Development,my-blog,,,120,done,682328e4b838d475ecd54f91,2024-07-08T04:07:56.000Z,2024-07-07T22:00:00.000Z,0
68261e89135f2cb0d06b0e9a,Web Development,my-blog,,,85,done,682328e4b838d475ecd54f91,2024-07-07T14:25:45.000Z,2024-07-06T22:00:00.000Z,0
68261e89135f2cb0d06b0e9b,Web Development,my-blog,,,110,done,682328e4b838d475ecd54f91,2024-07-07T11:54:30.000Z,2024-07-06T22:00:00.000Z,0
68261e89135f2cb0d06b0e9c,Web Development,my-blog,,,80,done,682328e4b838d475ecd54f91,2024-07-07T10:21:25.000Z,2024-07-06T22:00:00.000Z,0
68261e89135f2cb0d06b0e9d,Reading,"Muslim, Actually",,,150,done,682328e4b838d475ecd54f91,2024-07-06T09:26:20.000Z,2024-07-05T22:00:00.000Z,0
68261e89135f2cb0d06b0e9e,Reading,"Muslim, Actually",,,120,done,682328e4b838d475ecd54f91,2024-06-21T18:20:22.000Z,2024-06-20T22:00:00.000Z,0
68261e89135f2cb0d06b0e9f,Web Development,my-blog,,,30,done,682328e4b838d475ecd54f91,2024-06-21T17:25:17.000Z,2024-06-20T22:00:00.000Z,0
68261e89135f2cb0d06b0ea0,Web Development,my-blog,,,45,done,682328e4b838d475ecd54f91,2024-06-21T16:52:29.000Z,2024-06-20T22:00:00.000Z,0
68261e89135f2cb0d06b0ea1,Web Development,my-blog,,,75,done,682328e4b838d475ecd54f91,2024-06-21T15:19:34.000Z,2024-06-20T22:00:00.000Z,0
68261e89135f2cb0d06b0ea2,Web Development,my-blog,,,80,done,682328e4b838d475ecd54f91,2024-06-21T13:40:31.000Z,2024-06-20T22:00:00.000Z,0
68261e89135f2cb0d06b0ea3,Web Development,my-blog,,,85,done,682328e4b838d475ecd54f91,2024-06-20T11:34:39.000Z,2024-06-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ea4,Web Development,my-blog,,,95,done,682328e4b838d475ecd54f91,2024-06-20T10:18:26.000Z,2024-06-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ea5,Web Development,blog,,,180,done,682328e4b838d475ecd54f91,2024-06-07T04:46:06.000Z,2024-06-06T22:00:00.000Z,0
68261e89135f2cb0d06b0ea6,Web Development,blog,,,160,done,682328e4b838d475ecd54f91,2024-06-05T19:20:53.000Z,2024-06-04T22:00:00.000Z,0
68261e89135f2cb0d06b0ea7,Web Development,blogging,,,90,done,682328e4b838d475ecd54f91,2024-06-02T17:45:43.000Z,2024-06-01T22:00:00.000Z,0
68261e89135f2cb0d06b0ea8,Web Development,my-blog,,,90,done,682328e4b838d475ecd54f91,2024-06-02T10:06:56.000Z,2024-06-01T22:00:00.000Z,0
68261e89135f2cb0d06b0ea9,Web Development,blogging,,,60,done,682328e4b838d475ecd54f91,2024-06-01T08:00:58.000Z,2024-05-31T22:00:00.000Z,0
68261e89135f2cb0d06b0eaa,Web Development,blogging,,,120,done,682328e4b838d475ecd54f91,2024-06-01T07:11:22.000Z,2024-05-31T22:00:00.000Z,0
68261e89135f2cb0d06b0eab,Web Development,my-blog,,,30,done,682328e4b838d475ecd54f91,2024-05-31T19:59:32.000Z,2024-05-30T22:00:00.000Z,0
68261e89135f2cb0d06b0e89,Web Development,booking,,,120,done,682328e4b838d475ecd54f91,2024-07-20T14:19:16.000Z,2024-07-19T22:00:00.000Z,0
68261e89135f2cb0d06b0e8a,Web Development,booking,,,70,done,682328e4b838d475ecd54f91,2024-07-20T11:43:00.000Z,2024-07-19T22:00:00.000Z,0
68261e89135f2cb0d06b0eae,Software Engineering - SAnD,Exam Preparation,,,38,done,682328e4b838d475ecd54f91,2024-05-28T15:45:50.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eaf,Software Engineering - SAnD,Exam Preparation,,,40,done,682328e4b838d475ecd54f91,2024-05-28T14:42:14.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb0,Software Engineering - SAnD,Exam Preparation,,,51,done,682328e4b838d475ecd54f91,2024-05-28T13:03:02.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb1,Software Engineering - SAnD,Exam Preparation,,,40,done,682328e4b838d475ecd54f91,2024-05-28T11:37:52.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb2,Software Engineering - SAnD,Exam Preparation,,,45,done,682328e4b838d475ecd54f91,2024-05-28T10:54:12.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb3,Software Engineering - SAnD,Exam Preparation,,,45,done,682328e4b838d475ecd54f91,2024-05-28T09:04:39.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb4,Software Engineering - SAnD,Exam Preparation,,,56,done,682328e4b838d475ecd54f91,2024-05-28T08:02:53.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb5,Software Engineering - SAnD,Exam Preparation,,,25,done,682328e4b838d475ecd54f91,2024-05-28T04:30:10.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb6,Software Engineering - SAnD,Exam Preparation,,,35,done,682328e4b838d475ecd54f91,2024-05-28T03:19:49.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb7,Software Engineering - SAnD,Exam Preparation,,,40,done,682328e4b838d475ecd54f91,2024-05-28T02:29:45.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb8,Software Engineering - SAnD,Exam Preparation,,,40,done,682328e4b838d475ecd54f91,2024-05-28T01:36:13.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0eb9,Software Engineering - SAnD,Exam Preparation,,,50,done,682328e4b838d475ecd54f91,2024-05-27T16:52:43.000Z,2024-05-26T22:00:00.000Z,0
68261e89135f2cb0d06b0eba,Software Engineering - SAnD,Exam Preparation,,,45,done,682328e4b838d475ecd54f91,2024-05-27T15:44:43.000Z,2024-05-26T22:00:00.000Z,0
68261e89135f2cb0d06b0ebb,Software Engineering - SAnD,Exam Preparation,,,25,done,682328e4b838d475ecd54f91,2024-05-27T12:42:47.000Z,2024-05-26T22:00:00.000Z,0
68261e89135f2cb0d06b0ebc,Software Engineering - SAnD,Exam Preparation,,,6,done,682328e4b838d475ecd54f91,2024-05-27T12:17:45.000Z,2024-05-26T22:00:00.000Z,0
68261e89135f2cb0d06b0ebd,Software Engineering - SAnD,Exam Preparation,,,67,done,682328e4b838d475ecd54f91,2024-05-26T12:31:44.000Z,2024-05-25T22:00:00.000Z,0
68261e89135f2cb0d06b0ebe,Software Engineering - SAnD,Exam Preparation,,,94,done,682328e4b838d475ecd54f91,2024-05-26T10:54:18.000Z,2024-05-25T22:00:00.000Z,0
68261e89135f2cb0d06b0ebf,Software Engineering - SAnD,Exam Preparation,,,65,done,682328e4b838d475ecd54f91,2024-05-24T17:06:45.000Z,2024-05-23T22:00:00.000Z,0
68261e89135f2cb0d06b0ec0,Software Engineering - SAnD,Exam Preparation,,,55,done,682328e4b838d475ecd54f91,2024-05-24T15:01:00.000Z,2024-05-23T22:00:00.000Z,0
68261e89135f2cb0d06b0ec1,Software Engineering - SAnD,Exam Preparation,,,43,done,682328e4b838d475ecd54f91,2024-05-24T13:25:54.000Z,2024-05-23T22:00:00.000Z,0
68261e89135f2cb0d06b0ec2,Software Engineering - SAnD,Exam Preparation,,,62,done,682328e4b838d475ecd54f91,2024-05-24T12:31:27.000Z,2024-05-23T22:00:00.000Z,0
68261e89135f2cb0d06b0ec3,Software Engineering - SAnD,Exam Preparation,,,65,done,682328e4b838d475ecd54f91,2024-05-24T11:05:21.000Z,2024-05-23T22:00:00.000Z,0
68261e89135f2cb0d06b0ec4,Software Engineering - SAnD,Exam Preparation,,,55,done,682328e4b838d475ecd54f91,2024-05-23T17:45:51.000Z,2024-05-22T22:00:00.000Z,0
68261e89135f2cb0d06b0ec5,Software Engineering - SAnD,Exam Preparation ,,,30,done,682328e4b838d475ecd54f91,2024-05-22T17:54:26.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ec6,Software Engineering - SAnD,Exam Preparation ,,,35,done,682328e4b838d475ecd54f91,2024-05-22T17:11:08.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ec7,Software Engineering - SAnD,Exam Preparation ,,,35,done,682328e4b838d475ecd54f91,2024-05-22T16:22:57.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ec8,Software Engineering - SAnD,Exam Preparation ,,,50,done,682328e4b838d475ecd54f91,2024-05-22T14:25:15.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ec9,Software Engineering - SAnD,Exam Preparation ,,,55,done,682328e4b838d475ecd54f91,2024-05-22T12:56:02.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0eca,Software Engineering - SAnD,Exam Preparation ,,,35,done,682328e4b838d475ecd54f91,2024-05-22T11:46:21.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ecb,Software Engineering - SAnD,Exam Preparation ,,,50,done,682328e4b838d475ecd54f91,2024-05-22T10:53:29.000Z,2024-05-21T22:00:00.000Z,0
68261e89135f2cb0d06b0ecc,Software Engineering - SAnD,A3,,,300,done,682328e4b838d475ecd54f91,2024-05-21T14:55:01.000Z,2024-05-20T22:00:00.000Z,0
68261e89135f2cb0d06b0ecd,Software Engineering - SAnD,A3,,,85,done,682328e4b838d475ecd54f91,2024-05-20T18:07:20.000Z,2024-05-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ece,Software Engineering - SAnD,A3,,,204,done,682328e4b838d475ecd54f91,2024-05-20T14:34:06.000Z,2024-05-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ecf,Software Engineering - SAnD,A3,,,100,done,682328e4b838d475ecd54f91,2024-05-20T11:10:20.000Z,2024-05-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ed0,Software Engineering - SAnD,A3,,,90,done,682328e4b838d475ecd54f91,2024-05-20T08:14:38.000Z,2024-05-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ed1,Software Engineering - MP2,meeting,,,45,done,682328e4b838d475ecd54f91,2024-05-20T08:14:16.000Z,2024-05-19T22:00:00.000Z,0
68261e89135f2cb0d06b0ed2,Software Engineering - MP2,Individual report,,,320,done,682328e4b838d475ecd54f91,2024-05-19T18:14:24.000Z,2024-05-18T22:00:00.000Z,0
68261e89135f2cb0d06b0ed3,Software Engineering - MP2,Individual report,,,120,done,682328e4b838d475ecd54f91,2024-05-17T19:44:35.000Z,2024-05-16T22:00:00.000Z,0
68261e89135f2cb0d06b0ed4,Software Engineering - MP2,Individual report,,,100,done,682328e4b838d475ecd54f91,2024-05-17T08:29:14.000Z,2024-05-16T22:00:00.000Z,0
68261e89135f2cb0d06b0eac,Software Engineering - SAnD,Exam Preparation,,,80,done,682328e4b838d475ecd54f91,2024-05-28T19:00:35.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0ead,Software Engineering - SAnD,Exam Preparation,,,40,done,682328e4b838d475ecd54f91,2024-05-28T17:26:26.000Z,2024-05-27T22:00:00.000Z,0
68261e89135f2cb0d06b0ed7,Software Engineering - MP2,Finialize the damn project!,,,270,done,682328e4b838d475ecd54f91,2024-05-16T13:00:21.000Z,2024-05-15T22:00:00.000Z,0
68261e89135f2cb0d06b0ed8,Software Engineering - MP2,Documentation,,,140,done,682328e4b838d475ecd54f91,2024-05-15T16:57:38.000Z,2024-05-14T22:00:00.000Z,0
68261e89135f2cb0d06b0ed9,Software Engineering - MP2,Documentation,,,50,done,682328e4b838d475ecd54f91,2024-05-15T14:28:12.000Z,2024-05-14T22:00:00.000Z,0
68261e89135f2cb0d06b0eda,Software Engineering - MP2,Finalizing the project,,,90,done,682328e4b838d475ecd54f91,2024-05-14T22:03:48.000Z,2024-05-14T22:00:00.000Z,0
68261e89135f2cb0d06b0edb,Software Engineering - MP2,Finalizing the project,,,60,done,682328e4b838d475ecd54f91,2024-05-14T20:38:05.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0edc,Software Engineering - MP2,Finalizing the project,,,90,done,682328e4b838d475ecd54f91,2024-05-14T19:24:03.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0edd,Software Engineering - MP2,Finalizing the project,,,280,done,682328e4b838d475ecd54f91,2024-05-14T16:44:02.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0ede,Software Engineering - MP2,Finalizing the project,,,60,done,682328e4b838d475ecd54f91,2024-05-14T11:50:58.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0edf,Software Engineering - MP2,Finalizing the project,,,240,done,682328e4b838d475ecd54f91,2024-05-14T10:00:33.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0ee0,Software Engineering - MP2,Group Meeting,,,60,done,682328e4b838d475ecd54f91,2024-05-14T10:00:25.000Z,2024-05-13T22:00:00.000Z,0
68261e89135f2cb0d06b0ee1,Software Engineering - SAnD,A3,,,75,done,682328e4b838d475ecd54f91,2024-05-12T18:33:34.000Z,2024-05-11T22:00:00.000Z,0
68261e89135f2cb0d06b0ee2,Software Engineering - SAnD,A3,,,50,done,682328e4b838d475ecd54f91,2024-05-12T17:31:59.000Z,2024-05-11T22:00:00.000Z,0
68261e89135f2cb0d06b0ee3,Software Engineering - SAnD,A3,,,50,done,682328e4b838d475ecd54f91,2024-05-12T10:04:57.000Z,2024-05-11T22:00:00.000Z,0
68261e89135f2cb0d06b0ee4,Software Engineering - SAnD,A3,,,25,done,682328e4b838d475ecd54f91,2024-05-12T09:08:25.000Z,2024-05-11T22:00:00.000Z,0
68261e89135f2cb0d06b0ee5,Software Engineering - SAnD,A3,,,45,done,682328e4b838d475ecd54f91,2024-05-12T08:14:23.000Z,2024-05-11T22:00:00.000Z,0
68261e89135f2cb0d06b0ee6,Software Engineering - MP2,Coding issue 17,,,50,done,682328e4b838d475ecd54f91,2024-05-11T18:19:55.000Z,2024-05-10T22:00:00.000Z,0
68261e89135f2cb0d06b0ee7,Software Engineering - MP2,Coding issue 17,,,121,done,682328e4b838d475ecd54f91,2024-05-11T16:54:38.000Z,2024-05-10T22:00:00.000Z,0
68261e89135f2cb0d06b0ee8,Software Engineering - MP2,Coding issue 17,,,60,done,682328e4b838d475ecd54f91,2024-05-11T14:53:26.000Z,2024-05-10T22:00:00.000Z,0
68261e89135f2cb0d06b0ee9,Software Engineering - MP2,Coding issue 17,,,120,done,682328e4b838d475ecd54f91,2024-05-10T16:09:00.000Z,2024-05-09T22:00:00.000Z,0
68261e89135f2cb0d06b0eea,Software Engineering - MP2,Coding issue 17,,,25,done,682328e4b838d475ecd54f91,2024-05-10T05:56:41.000Z,2024-05-09T22:00:00.000Z,0
68261e89135f2cb0d06b0eeb,Software Engineering - MP2,Coding issue 17,,,90,done,682328e4b838d475ecd54f91,2024-05-10T05:24:10.000Z,2024-05-09T22:00:00.000Z,0
68261e89135f2cb0d06b0eec,Software Engineering - MP2,Coding issue 17,,,280,done,682328e4b838d475ecd54f91,2024-05-10T03:34:07.000Z,2024-05-09T22:00:00.000Z,0
68261e89135f2cb0d06b0eed,Software Engineering - MP2,Coding issue 17,,,180,done,682328e4b838d475ecd54f91,2024-05-08T16:21:20.000Z,2024-05-07T22:00:00.000Z,0
68261e89135f2cb0d06b0eee,Software Engineering - MP2,Coding issue 17,,,60,done,682328e4b838d475ecd54f91,2024-05-08T04:46:10.000Z,2024-05-07T22:00:00.000Z,0
68261e89135f2cb0d06b0eef,Software Engineering - MP2,Group Work,,,105,done,682328e4b838d475ecd54f91,2024-05-07T14:13:58.000Z,2024-05-06T22:00:00.000Z,0
68261e89135f2cb0d06b0ef0,Software Engineering - MP2,Group Work,,,120,done,682328e4b838d475ecd54f91,2024-05-07T12:33:11.000Z,2024-05-06T22:00:00.000Z,0
68261e89135f2cb0d06b0ef1,Software Engineering - MP2,Group Work,,,210,done,682328e4b838d475ecd54f91,2024-05-07T09:42:21.000Z,2024-05-06T22:00:00.000Z,0
68261e89135f2cb0d06b0ef2,Reading,Head First Java,,,50,done,682328e4b838d475ecd54f91,2024-05-06T19:05:11.000Z,2024-05-05T22:00:00.000Z,0
